budget,genres,original_language,original_title,release_date,revenue,runtime,actors,studios,countries,directors,producers
160000000,"Family, Fantasy, Romance",en,Beauty and the Beast,2017-03-16,1263521126,129.0,"Emma Watson, Dan Stevens, Luke Evans, Josh Gad, Kevin Kline, Hattie Morahan, Haydn Gwynne, Gerard Horan, Ray Fearon, Ewan McGregor, Ian McKellen, Emma Thompson, Nathan Mack, Audra McDonald, Stanley Tucci, Gugu Mbatha-Raw, Clive Rowe, Thomas Padden, Rita Davies, D.J. Bailey, Adrian Schiller, Harriet Jones, Adam Mitchell, Tom Turner, Michael Jibson, Zoe Rainey, Daisy Duczmal, Jolyon Coy, Jimmy Johnston, Dean Street, Alexis Loizon, Sophie Reid, Rafaëlle Cohen, Carla Nella, Obioma Ugoala, Lynne Wilmot, Jane Fowler, Alison Harding, Chris Andrew Mellon, Jemma Alexander, Sandy Strallen, Dale Branston, Daniel Ioannou, Peter Challis, Wendy Baldock, Norma Atallah, Leo Andrew, Steven Butler, Sharon Gomez, Jacqui Jameson, Vivien Parry, Simone Sault, Beth Willetts, Mandy Montanez, Tom Oakley, William Bozier, Jak Allen-Anderson, Phil Grannel, Freddie August, Nicola Keen, Ebony Molina, Alison Jenkins, Ellen O'Grady, Dawn Buckland, Rebecca Mckinnis, Jody Hall, Ben Fox, Nathan Vaughan Harris, Tim Stanley, Ben Clare, Marina Abdeen, Danielle Acors, Hayley Ainsley, Rhianne Alleyn, Gabby Antrobus, Sophie Atkins, Koko Basigara, Holly Bluett, Daisy Boyles, Ava Brennan, Sophia Brown, Sophie Carmen-Jones, Cassie Clare, Tanya Cumberland, Natalie Davis, Paige Drury-Lawrence, Stephanie Elstob, Cordelia Farnworth, Cj Field, Lily Frazer, Lucy Alexa Gilbert, Helen Gulstan, Selina Hamilton, Leah Hill, Abigayle Honeywill, Chelsea Inez, Blythe Jandoo, Shireen Jathoonia, Billie Kay-Piper, Hannah Kenna-Thomas, Ella Kora, Jennifer Leung, Emily Loumba, Cassie Macmillian, Fiona McDonald, Samira Mighty, Sonoya Mizuno, Anna Momcilovic, Nicola Mooi, Nicole O'Neill, Abiona Omonua, Jazz Peters, Courtney Pruce, Kayla Radam, Katie Singh, Lucy St Louis, Ruth Steele, Jasmine Takacs, Naomi Weijand, Leah West, Skye Lucia Degruttola, Timia Julien-Box, Adelaide Morgan, Gemma Fray, Lara Decaro, Max Brophy, Samuel Brown, Daniel Daszek-Green, Freddie Hunter, Joey Brown, Tom Burgering, Nate Leung, Kai Gordon, Oscar Francisco, Harry Marcus","Walt Disney Pictures, Mandeville Films",United States of America,Bill Condon,"David Hoberman, Todd Lieberman"
200000000,"Action, Adventure, Animation, Family",en,Incredibles 2,2018-06-14,1242805359,118.0,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Samuel L. Jackson, Catherine Keener, Bob Odenkirk, Sophia Bush, Michael Bird, Brad Bird, Phil LaMarr, Eli Fucile, Isabella Rossellini, Adam Gates, Jonathan Banks, John Ratzenberger, Bill Wise, Nicholas Bird, Paul Eiding, Barry Bostwick, Michael B. Johnson, Jere Burns, Adam Rodríguez, Kimberly Adair Clark","Walt Disney Pictures, Pixar",United States of America,Brad Bird,"John Walker, Nicole Paradis Grindle"
250000000,"Action, Crime, Thriller",en,The Fate of the Furious,2017-04-12,1238764765,136.0,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson, Ludacris, Charlize Theron, Kurt Russell, Nathalie Emmanuel, Luke Evans, Elsa Pataky, Kristofer Hivju, Scott Eastwood, Corey Maher, Tego Calderón, Don Omar, Patrick St. Esprit, Eden Estrella, Janmarco Santiago, Oren Hawxhurst, Celestino Cornielle, Olek Krupa, Alexander Babara, Andre Pushkin, Roberts Jekabsons, Nick Gracer, Gary Weeks, Friday Chamberlain, Joe Fishel, Michael W. Broomer, Sam Hadid, Matthew Cornwell, Jason Rhymer, Jeremy Anderson, Peter Hansen, Todd Cole, Jordan Baumer, Scott Proctor, Carrie Lee Consolino, Madalyn Defler, Taylor Donaldson, Isabel Downing, Anna Duvall, Jaci Grace Edwards, Reese Edwards, Caylin Ingram, Caroline Kimmel, Katherine Kimmel, Jordan Price, Anna MacKenzie Rogers, Marina Lyn Serra, D66, James Ayoub, Carlos De La Hoz, Alejandro Bosch, Lisandra Delgado, Santiago Solis Chavez, Joyvan Guevara, Brenda Nuñez López, Anita Farmer Bergman, Karin Boesler, Apollo GT, Yassie Hawkes, Myrom Kingery, Gary Lavard, Helen Mirren, Pauline Nowakowski, Charles Poole, Oleg Prudius, William Cowboy Reed, Mark Salas, Ramona Schwalbach, Jon Komp Shin, Doug Stroup, Branislav R. Tatalovic, Alan Tuskes, Zachary Vazquez, Gary Lee Vincent, Megan Marie Wilson, Yuliya Zelenskaya, Özcan Özdemir, Zac Henry, Tait Fletcher, Scott Hunter, Tyrone C. Wiggins","Universal Pictures, Original Film, Fuji Eight Company Ltd., China Film Co., DENTSU, One Race",United States of America,F. Gary Gray,"Michael Fottrell, Neal H. Moritz, Vin Diesel, Chris Morgan"
200000000,"Action, Adventure, Science Fiction",en,Iron Man 3,2013-04-18,1214811252,130.0,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Jon Favreau, Ben Kingsley, Stephanie Szostak, James Badge Dale, William Sadler, Miguel Ferrer, Dale Dickey, Ty Simpkins, Paul Bettany, Wang Xueqi, Shaun Toub, Matthew Sterling Nye, Pat Kiernan, Josh Elliott, Megan Henderson, Thomas Roberts, Bill Maher, Joan Rivers, George Kotsiopoulos, Bronte D'Esposito, Noah Visconti, Ashley Hamilton, Brooke Jayne Taylor, Kim Dean, Glenn Foster, Anthony Reynolds, Kendrick Cross, Tom Clark, Brian Schaeffer, John Eddins, Spencer Garrett, Rockey Dickey Jr., Drew Michael Hershner, Sarah Burkhardt, Jan Broberg, Andrew Lauer, Nate Bynum, Andrew Lander, Tom Virtue, Roy McCrerey, Serdar Kalsin, Demetrois Hodges, Bobby Tisdale, Yvonne Zima, Stan Lee, Adam Pally, James Rackley, Cullen Moss, Jake Dewitt, Rebecca Mader, Kevin Arnold, Juan C. Bofill, David Buglione, Adam Lytle, Paul Andrew O'Connor, Phil Ortiz, Gwendalyn Barker, Steve Wilder, Luciana Faulhaber, Kary Musa, Mike Massa, Mark Kubr, Si-Fu Eric Oram, Naomi Parshin, Aurelia Riley, Johanna Yunda, Wesley Thompson, Jenna Ortega, T. C. Anyachonkeya, Chad Kurtz, Cal Johnson, Corey Hawkins, Linden Ashby, Sarah Farooqui, Sala Baker, Kial Butler, Nick Brandon, Dan Brown, Fernando Chien, Ilram Choi, Brycen Counts, Kiante Elam, Dane Farwell, Mark Fichera, Colin Follenweider, Aja Frary, Mark Ginther, Adrian Gonzalez, Dennis Keiffer, Samuel Le, Tara Macken, William Morts, Jade Quon, J. C. Robaina, Markos Rounthwaite, Philip J Silvera, Brian Simpson, Mark Aaron Wagner, Chris Gethard, Nick W. Nicholson, Bridger Zadina, Mark Ruffalo, Sharif Razzaq, Fan Bingbing, Johnny Otto",Marvel Studios,United States of America,Shane Black,Kevin Feige
15400000,"Action, Fantasy, Science Fiction",en,Parallel Heroes,2023-10-21,1204500000,0.0,"Tracy E. Garcia, Kevin Simon, Edward M. Cortez",Sphere entertainment,,Julie A. Huang,
5600000,"Adventure, Action, Thriller",en,Thunderball,1956-06-13,1161430514,95.0,"Blanchette Brunoy, Célia Cortez, Jean-Pierre Kérien, Howard Vernon, Jacques Charon, Jacques Torrens, Liliane Ernout, Gabriel Sardet, Charles Lemontier, Gérard Le Faivre, Philippe Hersent, Marco Villa, Paul Azaïs, Louise Bazin, Béatrix Brunel, Danièle Bréhat, Jean-Louis Calvet, Danielle Dumont, Germaine Godefroid, Germaine Landa, Jean Murat, Jean Nosserot, Charles Roy, Jean Thielment",,,Gérard Sandoz,
74000000,"Family, Animation, Adventure, Comedy",en,Minions,2015-06-17,1156730962,91.0,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan, Jennifer Saunders, Geoffrey Rush, Steve Carell, Pierre Coffin, Katy Mixon, Michael Beattie, Hiroyuki Sanada, Dave Rosenbaum, Alex Dowding, Paul Thornley, Kyle Balda, Ava Acres, Sherry Lynn, Mickie McGowan, Carlos Alazraqui, Lori Alan, Daniel Barker, Bob Bergen, Melanie Bond, Jim Cummings, John Cygan, Brian T. Delaney, Bill Farmer, Keith Ferguson, Jess Harnell, Eve Karpf, John Kassir, Lewis Macleod, Danny Mann, Mona Marshall, Gary Martin, Laraine Newman, Andy Nyman, Alexander Polinsky, Jan Rabson, Christopher Ragland, Mindy Sterling, Tara Strong, Jim Ward, Colette Whitaker, James Daniel Wilson","Illumination Entertainment, Universal Pictures",United States of America,"Kyle Balda, Pierre Coffin","Christopher Meledandri, Janet Healy"
250000000,"Adventure, Action, Science Fiction",en,Captain America: Civil War,2016-04-27,1153296293,147.0,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Paul Rudd, Emily VanCamp, Tom Holland, Daniel Brühl, Frank Grillo, William Hurt, Martin Freeman, Marisa Tomei, John Kani, John Slattery, Hope Davis, Alfre Woodard, Michael A. Cook, Laughton Parchment, Jackson Spidell, Yi Long, Heidi Moneymaker, Aaron Toney, Cale Schultz, Ann Russo, Gene Farber, Florence Kasumba, Cornell John, Sven Hönig, Joshua Peck, Brent McGee, Be Satrazemis, Blair Jasin, Oliver Bigalke, Rafael Banasik, David de Vries, Katie Amess, Austin Sanders, Brett Gentile, John Curran, Matthew Anderson, Andrew Botchwey, Chase Bradfield, Ernest Charles, Hendricks Coates, Ethan Condon, Shen Dynes, Nathaniel Ellis, Jariah Ferguson, Evan Ffrench, Justin Freeman, Ralphael Grand'Pierre, Julian Grimes, Aaron Hayes, Austin Hooper, Amiri Jones, Myles Joseph, Stephen Lewis, Jacob Ludwick, D'Mahrei McRae, Ashwin Mudaliar, Eli Ollinger, Parker Pape, Daniel Parada, Jonah Ruffin, Darryl Sampson, Cameron Sardone, Stanley Sellers, Miles Selles, Jacob Sung, Caden Wilkinson, Kim Scar, Jessica Walther-Gabory, Beniamino Brogi, Silvina Buchbauer, Henry Amadi, Ugochukwu Ani, Michael Anthony Rogers, Damion Poitier, Umar Khan, David E. Brown, Guy Fernandez, Jim Rash, Sophia Russo, Stan Lee, Amelia Morck, Kerry Condon, Julianna Guill, Surely Alvelo, Brian Schaeffer, Kevin LaRosa Jr., Al Cerullo, Frédéric North, Joe Russo, Ray Sahetapy, Chris Jai Alex, Scott Hunter, Kimberly Hester Huffstetler",Marvel Studios,United States of America,"Anthony Russo, Joe Russo",Kevin Feige
160000000,"Action, Adventure, Fantasy",en,Aquaman,2018-07-06,1148461807,143.0,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach, Randall Park, Graham McTavish, Leigh Whannell, Tainui Kirkwood, Tamor Kirkwood, Denzel Quirke, Kaan Guldur, Otis Dhanji, Kekoa Kekumano, Julie Andrews, John Rhys-Davies, Djimon Hounsou, Andrew Crawford, Sophia Forrest, Natalia Safran, Micah Ohlman, Jack Andrew, Frankie Creagh-Leslie, Sophia Emberson-Bain, Ilya Melnikoff, Hank Amos, Kyryl Koltsov, Patrick Cox, Luke Owen, Robert Longstreet, Devika Parikh, Sonny Le, Jon Fabian, Mabel Tamone, Rita Dinardo, Anthony Standish, Nicolette Bianca, Victor Leto, Vincent B. Gorce, Gabriella Petkova, Oriana Lacono, Pearl Grantham, Noa Tsuchiya, Alice Lanesbury, Nicolas Bosc, Joshua Levinson, Garreth Hadfield","DC Comics, DC Entertainment, Warner Bros. Pictures, The Safran Company, Rodeo FX, Panoramic Pictures, DC Films, Cruel & Unusual Films","Australia, United States of America",James Wan,"Charles Roven, Zack Snyder, Rob Cowan, Peter Safran, Deborah Snyder"
160000000,"Action, Adventure, Science Fiction",en,Spider-Man: Far From Home,2019-06-28,1131927996,129.0,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei, Jon Favreau, Zendaya, Jacob Batalon, Tony Revolori, Angourie Rice, Remy Hii, Martin Starr, J.B. Smoove, Jorge Lendeborg Jr., Cobie Smulders, Numan Acar, Zach Barack, Zoha Rahman, Yasmin Mwanza, Joshua Sinclair-Evans, Tyler Luke Cunningham, Sebastián Viveros, Toni Garrn, Peter Billingsley, Clare Dunne, Nicholas Gleaves, Claire Rushbrook, J.K. Simmons, Dawn Michelle King, Jeroen van Koningsbrugge, Michael de Roos, Jan-Paul Buijs, Sergio Pierattini, Anjana Vasan, Brian Law, Evelyn Mok, Tatiana Lunardon, Giada Benedetti, Lukáš Bech, Alessandro Giuggioli, Petr Opava, Giuseppe Andriolo, Pat Kiernan, Shari Abdul, Maria Alexandrova, Kristen Alminta, Vincent Angel, Peter Arpesella, Lasco Atkins, Sitara Attaie, Peter Bankolé, Blair Barnette, Tuwaine Barrett, Anna Benamati, Pierre Bergman, Avondre E.D. Beverley, Bruno Bilotta, Sharon Blynn, Luigi Boccanfuso, Paolo Braghetto, Dante Brattelli, Jeff Bridges, Graham Burton, Ken Byrd, Sokol Cahani, Gianni Calchetti, Darren Lee Campbell, Hélène Cardona, Dian Cathal, Jake Cerny, Daphne Cheung, Sam Chuck, Al Clark, Victoria Coburn, Kimberly Collison, Tiziana Coste, Jaylen Davis, Kristianne-Kaith Domingo, Andrew Dunkelberger, Charlie Esquér, Ria Fend, Ferroz Fernandez, Vincent Frattini, Massi Furlan, Cynthia Garbutt, Thomas Goodridge, Sonia Goswami, Nicholle Hembra, Michael Hennessy, Meagan Holder, Patrick Holly, Ruth Horrocks, Chris Hyacinthe, Michael Iacono, Roman Ibragimov, Theo Ip, Timothy Christian Jansen, Keon Kendrick, Camille Kinloch, Michal Kubal, Hannah Kurczeski, Géraldine Lamarre, Jimena Larraguivel, Rich Lawton, Kath Leroy, Gavin Lee Lewis, Patrick Loh, Joseph Long, Marian Lorencik, Ketan Majmudar, Tony Mardon, Antonín Mašek, Eustace Meade, Ben Mendelsohn, Bradley Wj Miller, Melissa Beth Miller, Anthony Molinari, Julia Mollin, Adrian Mozzi, Brendan Murphy, Amanda Musso, Emily Ng, Daniel Olson, Karen Parks, Hiten Patel, Clay Pel-is, Luigi Petrazzuolo, Aleksandrs Petukhovs, Annie Pisapia, Martin Polak, Jivan Xander Ramesh, Mike Ray, Sofia Renee, Daniel Rennis, Sawyer Reo, Cailan Robinson, Emmanuel Rodriguez, Ray Rosario, Daniel Ryves, Maurice Sardison, Susanne Schraps, Karen-J Sear, Ilya Tank Shilov, Davina Sitaram, Joakim Skarli, Paul Slim, Richard Stanley, Lucas Antoine Starrets, Faith Tarby, Emily Tebbutt, Oskar Ulvestad, Lesdy Vanessa, Jessica VanOss, Joe David Walters, Jo Wheatley, Dale Wilder, Rocco Wu, Jan Zalabak, Samantha Mishinski, Alessandro Sciarra, Aristou Meehan","Marvel Studios, Columbia Pictures, Pascal Pictures",United States of America,Jon Watts,"Kevin Feige, Amy Pascal"
152000000,"Action, Adventure, Science Fiction",en,Captain Marvel,2019-03-06,1128276090,124.0,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law, Annette Bening, Djimon Hounsou, Lee Pace, Lashana Lynch, Gemma Chan, Clark Gregg, Rune Temte, Algenis Perez Soto, Mckenna Grace, Akira Akbar, Matthew Maher, Chuku Modu, Vik Sahay, Colin Ford, Kenneth Mitchell, Stephen A. Chang, Pete Ploszek, Matthew 'Spider' Kimmel, Stephen 'Cajun' Del Bagno, London Fuller, Azari Akbar, Mark Daugherty, Diana Toshiko, Barry Curtis, Emily Ozrey, Abigaille Ozrey, Marilyn Brett, Stan Lee, Robert Kazinsky, Nelson Franklin, Patrick Brennan, Patrick Gallagher, Ana Ayora, Lyonetta Flowers, Rufus Flowers, Sharon Blynn, Auden L. Ophuls, Harriet L. Ophuls, Matthew Bellows, Richard Zeringue, Duane Henry, Chris Evans, Scarlett Johansson, Don Cheadle, Mark Ruffalo, Kelly Sue DeConnick, Vinny O'Brien, Joey Courteau",Marvel Studios,United States of America,"Ryan Fleck, Anna Boden",Kevin Feige
195000000,"Action, Science Fiction, Adventure",en,Transformers: Dark of the Moon,2011-06-28,1123794079,154.0,"Shia LaBeouf, Rosie Huntington-Whiteley, Josh Duhamel, John Turturro, Tyrese Gibson, Patrick Dempsey, Frances McDormand, John Malkovich, Kevin Dunn, Julie White, Alan Tudyk, Ken Jeong, Glenn Morshower, Lester Speight, Buzz Aldrin, Bill O'Reilly, Ravil Isyanov, Dustin Dennard, Markiss McFadden, Nick Bickle, Ajay James, Brett Lynch, Chris A. Robinson, Scott C. Roe, James D. Weston II, Brian Call, Aaron Garrido, Mikal Vega, Kenny Sheard, Josh Kelly, Keiko Agena, LaMonica Garrett, Yasen Peyankov, Brett Stimely, John H. Tobin, Drew Pillsbury, Patrick Pankhurst, Larry Clarke, Tom Virtue, Thomas Crawford, Kevin Sizemore, Alan Pietruszewski, Michael Daniel Cassady, Peter Murnik, Don Jeanes, Cory Tucker, Lindsey Ginter, David St. James, Mitch Bromwell, Elya Baskin, Eugene Alper, Inna Korobkina, Zoran Radanovich, Kathleen Gati, Annie O'Donnell, Chris Sheffield, Ken Takemoto, Michael Loeffelholz, Mindy Sterling, Stephen Monroe Taylor, Andrew Daly, Derek Miller, Leidy Mazo, Scott Krinsky, Katherine Sigismund, Maile Flanagan, Darren O'Hare, Jack Axelrod, Rich Hutchman, Meredith Monroe, Charlotte Labadie, Christian Baha, Jennifer Williams, Danielle Fornarelli, Danny McCarthy, John Turk, Peter A Kelly, Mark Golden, Sean Murphy, Scott Paulson, Luis Echagarruga, Iqbal Theba, Anthony Azizi, Sammy Sheik, Mark Ryan, John S. McAfee, Jay Gates, Rebecca Cooper, Peter Cullen, Hugo Weaving, Leonard Nimoy, Jess Harnell, Charlie Adler, Robert Foxworth, James Remar, Francesco Quinn, George Coe, Tom Kenny, Reno Wilson, Frank Welker, Ron Bottitta, John DiMaggio, Keith Szarabajka, Greg Berg","Paramount, Hasbro, Di Bonaventura Pictures, Tom DeSanto & Don Murphy Production",United States of America,Michael Bay,"Don Murphy, Ian Bryce, Lorenzo Di Bonaventura, Kenny Bates, Tom DeSanto"
94000000,"Adventure, Fantasy, Action",en,The Lord of the Rings: The Return of the King,2003-12-01,1118888979,201.0,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Miranda Otto, David Wenham, Brad Dourif, Karl Urban, John Noble, Andy Serkis, Ian Holm, Sean Bean, Lawrence Makoare, Marton Csokas, Paul Norell, Alan Howard, Noel Appleby, Ali Astin, David Aston, John Bach, Sadwyn Brophy, Alistair Browning, Richard Edge, Jason Fitch, Phil Grieve, Bruce Hopkins, Ian Hughes, Bret McKenzie, Sarah McLeod, Maisy McLeod-Riera, Bruce Phillips, Shane Rangi, Todd Rippon, Thomas Robins, Harry Sinclair, Bruce Spence, Peter Tait, Joel Tobeck, Stephen Ure, Sala Baker, Robert Pollock, Ross Duncan, Pete Smith, Jed Brophy, Lee Hartley, Billy Jackson, Katie Jackson, Jane Abbott, Gino Acevedo, Aidan Bell, Jarl Benzon, Jørn Benzon, Emma Deakin, Michael Elsworth, Clint Elvy, Zo Hartley, Peter Jackson, Sandro Kopp, Andrew Lesnie, Joseph Mika-Hunt, Henry Mortensen, Craig Parker, Rick Porras, Christian Rivers, Michael Semanick, Howard Shore, John Stephenson, Richard Taylor, Royd Tolkien","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",Peter Jackson,"Barrie M. Osborne, Peter Jackson, Fran Walsh"
200000000,"Action, Adventure, Thriller",en,Skyfall,2012-10-25,1108561013,143.0,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Bérénice Marlohe, Albert Finney, Ben Whishaw, Rory Kinnear, Ola Rapace, Helen McCrory, Nicholas Woodeson, Bill Buckhurst, Elize du Toit, Ian Bonar, Gordon Milne, Peter Basham, Ben Loyd-Holmes, Tonia Sotiropoulou, Wolf Blitzer, Orion Lee, Dave Wong, Roger Yuan, Liang Yang, Yennis Cheung, Chooye Bay, Milorad Kapor, Huw Edwards, Elio Lo Tauro, Amir Boutrous, Nicholas Goh, Kurt Egyiawan, Oliver Johnstone, Harry Kershaw, Burt Caesar, Crispin Letts, Beatrice Curnew, Jim Conway, Jens Hultén, Michael Pink, Jo Cameron Brown, Anthony O'Donnell, Hannah Stokely, Wayne Gordon, Tom Wu, Jake Fairbrother, Christopher Sciueref, Daniel Adegboyega, Selva Rasalingam, Steve Barnett, Lee Nicholas Harris, Duncan Casey","Danjaq, Columbia Pictures, Eon Productions, Metro-Goldwyn-Mayer, B23","United Kingdom, United States of America",Sam Mendes,"Barbara Broccoli, Michael G. Wilson"
210000000,"Science Fiction, Action, Adventure",en,Transformers: Age of Extinction,2014-06-25,1104000000,165.0,"Mark Wahlberg, Stanley Tucci, Nicola Peltz, Jack Reynor, Titus Welliver, Kelsey Grammer, Sophia Myles, Li Bingbing, T. J. Miller, James Bachman, Thomas Lennon, Charles Parnell, Han Geng, Erika Fong, Michael Collins, Zou Shiming, Richard Riehle, Patrick Bristow, Cleo King, Calvin Wimmer, Glenn Keogh, David Midthunder, Richard Gallion, Nick Horst, Kassem Gharaibeh, Yanis Kalnins, Edward T. Welburn, Peter A Kelly, Jessica Gomes, Andreas Beckett, Alexander Leeb, Jamison Haase, Drew Wicks, Gene Shieh, Woei Bee, Wang Ying, William Wang, Abigail Klein, Melanie Specht, Greg Matthew Anderson, Austin Lin, Victoria Summer, Kevin Covais, B. Adam Baillio, Mikal Vega, Andrew Arrabito, Tyrone Smith, Kenny Sheard, Kevin Kent, Michael Wong Man-Tak, King-Man Yip, Ray Lui, Candice Zhao, Li Jun Ting, Howard Y. Woo, Jingsheng Yu, Ben Wang, Eddie San Chan, Zhang Tianyu, Wu Gang, Teresa Daley, Peter Cullen, Frank Welker, John Goodman, Ken Watanabe, Robert Foxworth, John DiMaggio, Mark Ryan, Reno Wilson, Kevin Covais, Michael Bay","Hasbro Studios, Paramount, Di Bonaventura Pictures, Hasbro",United States of America,Michael Bay,"Don Murphy, Ian Bryce, Lorenzo Di Bonaventura, Tom DeSanto"
250000000,"Action, Crime, Drama, Thriller",en,The Dark Knight Rises,2012-07-16,1081041287,165.0,"Christian Bale, Michael Caine, Gary Oldman, Anne Hathaway, Tom Hardy, Marion Cotillard, Joseph Gordon-Levitt, Morgan Freeman, Matthew Modine, Juno Temple, Ben Mendelsohn, Burn Gorman, Daniel Sunjata, Cillian Murphy, Alon Aboutboul, Liam Neeson, Nestor Carbonell, Josh Stewart, Aidan Gillen, Tom Conti, Joey King, Josh Pence, John Nolan, Warren Brown, Sam Kennard, Aliash Tepina, Nick Julian, Miranda Nolan, Claire Julien, Brett Cullen, Reggie Lee, Joseph Lyle Taylor, Chris Ellis, Duane Henry, James Harvey Ward, Gonzalo Menendez, Cameron Jack, Lex Daniel, Tyler Dean Flores, Thomas Lennon, Trevor White, Rob Brown, Daina Griffith, Fredric Lehne, Courtney Munch, Chris Hill, Travis Guba, Jay Benedict, Will Estes, David Dayan Fisher, Glen Powell, Ben Cornish, Russ Fega, Andres Perez-Molina, Brent Briscoe, Oliver Cotton, Mark Killeen, Sarah Goldberg, John Macmillan, Robert Wisdom, Ronnie Gene Blevins, John Hollingworth, Ian Bohen, Uri Gavriel, Noel Gugliemi, Hector Atreyu Ruiz, Patrick Cox, Aramis Knight, William Devane, David Gyasi, Patrick Jordan, Joshua Elijah Reese, Desmond Harrington, Mychael Bates, Tomas Arana, Peter Holden, David Monahan, Jillian Armenante, Aja Evans, Aldous Davidson, Wade Williams, Jake Canuso, Julie Mun, Rory Nolan, Harry Coles, Massi Furlan, Todd Gearhart, Christopher Judge, Patrick Leahy, Kevin Kiely Jnr, Daniel Newman, Marc Abbink, Isiah Adams, Charlie Alejandro, Robert Arensen, Grant Babbitt, Fileena Bahris, Rick Bolander, Kyle Patrick Brennan, Scott Churchson, Bill Cowher, Graham Curry, Aaron Eckhart, Stephanie Domini Ehlert, John Farrer, Frank Fata, Christopher Bryan Gomez, Vito Grassi, Michael Wren Gucciardo, Ed Heavey, John W. Iwanonkiw, Cindy Jackson, Daniel Jordano, Tiffany Kemp, Sun Jae Kim, Hrvoje Klecz, Alex Kruz, Tyler La Marr, LeJon, Paul Jude Letersky, Joe Lipari, Silvia Lombardo, Jorge Mardel, Cale McConnell, David Dale McCue, Michael Papajohn, Salomon Passariello, Tiffany Sander McKenzie, Allen Merritt, Olan Montgomery, Alex Moore, Shane Nolan, Kyle David Pierce, Troy Polamalu, Michael Power, James Rawlings, Kirsten Roeters, Ben Roethlisberger, Mark Roman, Eric Salazar, Emily Schooley, Thomas Tull, Chris Vaina, Barbara Vincent, Justin Michael Woods, Jason Yee, John Zion, Alex Ziwak, Tommy Bayiokos, Matthew Gooley, Jeff Moffitt, Diogo Hausen, Gary Sievers, Orion McCabe, London May, James Quinn, Joe Fishel, Ming Wang, Simon Rhee, Hines Ward, Heath Miller, Collin Taylor","Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures",United States of America,Christopher Nolan,"Charles Roven, Christopher Nolan, Emma Thomas"
